idx	time	x	y	z	xVel	yVel	zVel	pitch	heading	roll
1089.0	108.89999999999999	1070.301993748731	-4489.76458798229	1188.5796694905732	118.39575599169709	8.07759240199836	44.37226548932158	-11.396951352501985	90.80905145933977	-0.7950695800446513
1090.0	109.0	1082.1043499372784	-4488.942270500902	1192.9588869018128	118.02356188547188	8.223174813886144	43.79217411239554	-11.437884733703088	90.83868171341604	-0.9407205796266351
1091.0	109.1	1093.8696388244796	-4488.105396884973	1197.279304616735	117.65288887201305	8.368736159287568	43.20417714922311	-11.476920128586466	90.86769252605117	-1.0861531616254605
1092.0	109.19999999999999	1105.5980217208275	-4487.253971609732	1201.5401616949644	117.28382896348009	8.514252752408732	42.60857078229341	-11.514036991666647	90.89606140441224	-1.2312874915390273
1093.0	109.3	1117.2896691380308	-4486.388001518986	1205.7407268143738	116.91647417203231	8.659700907455727	42.00565119409552	-11.549214777458149	90.92376585566625	-1.3760437348652323
1094.0	109.39999999999999	1128.9447607890138	-4485.5074958251225	1209.8802982710856	116.55091650982916	8.80505693863466	41.39571456711857	-11.582432940475499	90.95078338698026	-1.5203420571019721
1095.0	109.5	1140.5634855879168	-4484.612466109107	1213.9582039794707	116.18724798903006	8.950297160151624	40.779057083851654	-11.613670935233227	90.97709150552133	-1.6641026237471457
1096.0	109.6	1152.1460416500963	-4483.702926320486	1217.973801472149	115.82556062179438	9.095397886212721	40.1559749267839	-11.642908216245857	91.0026677184565	-1.8072456002986512
1097.0	109.69999999999999	1163.6926362921245	-4482.778892777384	1221.9264778999895	115.46594642028154	9.240335431024047	39.52676427840436	-11.670124238027912	91.02748953295277	-1.9496911522543872
1098.0	109.8	1175.2034860317895	-4481.840384166504	1225.8156500321097	115.10849739665102	9.385086108791704	38.891721321202205	-11.695298455093923	91.05153445617728	-2.0913594451122473
1099.0	109.89999999999999	1186.6788165880957	-4480.8874215431315	1229.6407642558763	114.75330556306213	9.529626233721789	38.25114223766653	-11.718410321958409	91.07477999529699	-2.232170644370133
1100.0	110.0	1198.118862881263	-4479.920028331129	1233.401296576905	114.4004629316743	9.673932120020396	37.605323210286386	-11.739439293135899	91.09720365747896	-2.37204491552594
1101.0	110.1	1209.5238690327278	-4478.9382303229395	1237.09675261906	114.05006151464693	9.81798008189363	36.95456042155094	-11.758364823140917	91.11878294989026	-2.5109024240775675
1102.0	110.19999999999999	1220.8940883651417	-4477.942055679585	1240.7266676244549	113.70219332413943	9.961746433547585	36.29915005394925	-11.77516636648799	91.1394953796979	-2.6486633355229126
1103.0	110.3	1232.2297834023727	-4476.931534930666	1244.290606453452	113.35695037231126	10.105207489188363	35.63938828997046	-11.789823377691643	91.159318454069	-2.7852478153598725
1104.0	110.39999999999999	1243.5312258695049	-4475.906700974364	1247.7881635846625	113.01442467132178	10.248339563022062	34.97557131210367	-11.802315311266407	91.17822968017052	-2.9205760290863467
1105.0	110.5	1254.798696692838	-4474.867589077438	1251.2189631149463	112.67470823333039	10.391118969254778	34.30799530283797	-11.812621621726796	91.19620656516952	-3.05456814220023
1106.0	110.6	1266.0324859998875	-4473.814236875229	1254.5826587594124	112.33789307049649	10.533522022092608	33.636956444662474	-11.82072176358734	91.21322661623307	-3.187144320199421
1107.0	110.69999999999999	1277.2328931193854	-4472.746684371655	1257.878933851419	112.0040711949795	10.675525035741657	32.962750920066284	-11.82659519136257	91.22926734052822	-3.3182247285818205
1108.0	110.8	1288.4002265812792	-4471.664973939214	1261.107501342573	111.67333461893887	10.817104324408021	32.28567491153851	-11.830221359567009	91.24430624522199	-3.4477295328453237
1109.0	110.89999999999999	1299.5348041167326	-4470.569150318985	1264.2681038027297	111.34577535453394	10.958236202297797	31.606024601568247	-11.831579722715176	91.25832083748143	-3.5755788984878283
1110.0	111.0	1310.636952658125	-4469.459260620623	1267.360513419994	111.02148541392414	11.098896983617085	30.924096172644624	-11.830649735321606	91.27128862447361	-3.7016929910072323
1111.0	111.1	1321.707008339052	-4468.335354322367	1270.3845320007197	110.7005568092689	11.239062982571982	30.240185807256733	-11.82741085190082	91.28318711336554	-3.8259919759014336
1112.0	111.19999999999999	1332.7453164943247	-4467.197483271029	1273.339990969509	110.38308155272757	11.378710513368585	29.554589687893667	-11.821842526967341	91.2939938113243	-3.948396018668329
